    -2   -0.012    0.189     -0.122  0.006    -4.61     1.01     0.53     2.46
     2   -1.580    0.972      2.029  0.006    -3.68     2.30     1.48     2.12
    -1    0.021   -0.790      0.819  0.010    -2.15    -4.25     1.01     1.83
    -2    0.075    0.119      0.174  0.006    -2.15    -1.67    16.98    17.93
    -1   -0.192   -0.068      0.370  0.010    -1.51    -3.43     3.10     3.56
    -1   -0.069   -0.015     -0.108  0.010    -6.68    -2.06    -5.58     6.33
     1   -0.584    1.597      1.051  0.010    -7.22     2.69     3.26     6.36
     3    0.119    0.217     -1.171  0.199    10.03    18.09   -76.62    80.63
    -2   -0.016   -0.013     -0.011  0.006     5.07     4.18    -0.16     8.35
    -2   -0.005   -0.262     -0.160  0.006    -0.08    -0.98    -4.79     7.41
     1    0.349   -0.272     -0.306  0.010     1.05    -0.09    -0.42     1.28
    -1    0.099   -0.026     -0.043  0.010     0.58     1.18    -0.66     2.86
     2    0.324   -0.076      0.067  0.006     2.86     1.00     0.51     5.40
    -1   -0.054    0.053      0.012  0.010    -2.17     4.17     0.29     2.25
    -1    0.243    0.250      0.471  0.010    -0.54     4.49     0.49     1.32
    -2   -0.082   -0.173      0.064  0.006    -1.86     3.98    -0.88     3.08
    -1    0.661   -0.025     -0.799  0.010     2.52     2.38    -3.23     5.41
    -2    0.653    0.714     -0.093  0.006     2.64     2.17    -0.32     6.81
    -3    0.354   -0.079     -0.321  0.199     1.58     0.61    -1.40     3.71
     4   -0.903   -0.278     -1.609  1.350    -4.04    -4.95    -1.64     2.27
    -2   -0.281    0.029     -0.122  0.006    -3.93    -4.78    -0.04     0.75
    -1   -0.080    0.228     -0.197  0.010     1.57     3.68    -1.87     3.54
    -1    0.048    0.066     -0.001  0.010     6.39    -0.88    -1.63     6.58
    -1    0.297    0.143      0.036  0.010     1.68     3.66     0.78     5.24
     2   -0.118   -0.001     -0.734  0.006    -1.09    -3.91    -5.70     6.23
    -2    0.261   -1.053     -0.195  0.006    -1.87    -4.03    -0.32     1.09
    -1    0.436   -0.024      0.162  0.010     5.10     1.84     3.52     8.46
    -2    0.094    0.069     -0.095  0.006     2.63     3.34     1.08     3.60
    -2    0.029   -0.087      0.030  0.006     0.11     3.82     7.98    10.69
    -1    0.149   -0.111     -0.487  0.010     3.31     2.12    -3.84     9.11
     1    0.548   -0.354      0.353  0.010     3.17    -2.89    -0.08     0.72
     4   -0.032    0.267      0.283  1.350    -2.98     4.56    -0.31     5.44
    -3   -0.720    0.472      0.288  0.199    -3.04     4.64     3.71     6.38
    -1   -0.386   -0.240     -0.116  0.010    -0.83     1.45    -3.23     5.71
     2   -0.447    0.197      0.198  0.006    -2.48     1.54    -1.36     3.98
    -2    0.113    0.354     -0.235  0.006    -1.58     6.92    -7.57    13.50
    -1    0.141    0.012     -0.242  0.010    -0.42    -1.56    -7.15     8.09
    -2    0.593    0.862      0.093  0.006    -1.27    -0.28     0.05     2.79
     1   -0.050   -0.323      0.651  0.010    -6.81    -0.66     0.71     1.42
    -2   -0.951   -1.324      1.042  0.006    -6.16     0.26     0.05     0.10
     2    0.556    0.713      0.198  0.006     3.44    -2.14     0.07     0.67
    -2    0.194    0.132      0.403  0.006     3.50    -1.49     4.90     5.81
    -1   -0.611   -0.193     -0.333  0.010    -5.55     1.39    -1.35     5.31
     2   -0.054   -0.201      0.307  0.006    -1.08    -0.50     5.17     6.36
     1    1.017    0.375      0.570  0.010     1.07    -1.63     1.18     4.95
    -2    0.147    0.210     -0.069  0.006    -0.87     1.72    -2.25     7.10
     1   -0.580    0.583     -0.284  0.010    -5.84    -0.84    -1.47     4.78
    -2   -0.174   -0.046     -0.813  0.006    -4.08    -3.58    -1.67     2.14
     1   -0.554    0.441      0.490  0.010    -6.93     4.51     2.56     4.57
    -1   -0.070    0.303      0.031  0.010    -7.55     8.39    -2.74     8.35
     1   -0.263   -0.131      1.621  0.010    -6.13    -0.13    43.18    43.69
    -1   -0.217   -0.257      0.637  0.010    -3.93    -3.65     2.39     3.23
    -1   -0.351   -0.515     -0.983  0.010    -2.86    -3.11    -1.59     2.67
     2   -1.002   -0.324     -0.288  0.006    -5.97     0.41    -0.81     8.50
    -1   -0.276   -0.007     -0.174  0.010    -5.27    -1.09    -1.48     8.05
     1    0.003   -0.231     -0.159  0.010    -0.58    -8.23    -2.13     7.29
    -2    0.014    0.113     -0.178  0.006     1.64     5.11    -2.25     3.24
     2   -0.000   -0.006     -0.143  0.006    -4.64     2.03   -29.38    31.06
     1    0.190    0.680     -0.070  0.010    -0.43     4.77    -0.49     4.06
    -1    0.457    0.243      0.575  0.010    -0.59     4.23     1.12     6.23
     2   -0.004   -0.142     -0.175  0.006     4.55   -11.68   -14.46    20.36
    -1   -0.307   -0.649     -0.657  0.010    -2.95    -2.22    -2.73     3.51
     1    0.251    0.046      0.189  0.010    -0.92     0.29     1.99     4.16
    -1    0.084   -0.034     -0.195  0.010    -1.41     0.74    -0.84     4.55
     3    0.084    0.057      0.023  0.199     2.90     3.06     1.33     4.75
    -4   -0.221    0.559     -2.650  1.350    -0.19     2.93   -15.51    20.15
    -2    0.034    0.201     -0.230  0.006    -2.15     4.26    -1.71     4.27
     1    0.188    0.926     -1.111  0.010    -1.37     3.77    -2.38     4.34
    -1   -0.166   -0.279     -0.617  0.010    -4.23    -0.47    -2.94     4.11
     2   -0.101   -0.074      0.281  0.006    -2.66    -2.10     4.70     6.44
    -1   -0.188   -0.945      0.654  0.010    -4.76    -0.07     0.71     1.89
     1   -0.048   -0.033      0.011  0.010    -5.68    -0.67     2.73     5.85
    -2   -0.187   -0.278      0.122  0.006    -4.24    -4.01     1.53     2.63
     2   -1.448   -0.745      1.407  0.006    -4.92    -3.07     1.10     1.75
     1    0.152   -0.785      3.337  0.010    -0.73    -3.09    13.21    13.70
    -1    0.045   -0.252      0.184  0.010     2.38    -1.78     4.21     6.77
    -3    0.341    0.243     -0.074  0.199     2.37     1.04    -0.77     7.89
     2   -0.058   -0.196      0.563  0.006     0.80    -3.17     3.04     6.40
    -1   -0.151   -0.018     -0.105  0.010    -0.77    -2.92    -3.02     6.23
     3   -0.075    0.085     -0.084  0.199     0.73    -1.75    -2.49     6.53
     1    0.008    0.131     -0.272  0.010     3.23     3.64    -0.40     3.00
     1   -0.271    0.188      0.071  0.010     1.69     4.60    -1.63     4.45
     2    0.554    0.464     -1.079  0.006     3.03     2.72    -2.64     3.60
     1   -0.109    0.226      0.355  0.010    -1.62     6.58     7.36     8.81
     1    0.315    0.294      0.722  0.010     0.22     5.49     0.36     0.47
     2   -0.178    0.529      0.185  0.006     0.40     5.33     0.24     1.65
    -2    0.028   -0.028     -0.175  0.006     2.17    -3.67    -5.60    10.50
     1    0.148   -0.087      0.103  0.010     0.69    -2.43    -1.09     4.92
     1    0.040   -0.167     -0.100  0.010     0.73    -2.98    -0.74     1.50
     2    0.085   -0.212     -0.865  0.006     1.82    -2.65    -1.98     2.38
     2    0.936    0.483     -0.669  0.006     5.35    -2.09    -2.36     4.97
     1   -0.287    0.585      0.723  0.010    -3.30     4.87     6.38     8.58
    -2    0.254   -0.192      0.329  0.006    -1.01     1.13     3.00     7.13
    -1    0.231   -1.479      0.426  0.010     0.43    -4.79     0.40     2.60
     1    0.174   -0.269     -0.108  0.010     1.12    -3.08    -1.16     2.34
     1   -0.227   -0.179     -0.249  0.010    -1.99    -4.53    -2.85     4.57
    -1    0.184   -0.457     -0.607  0.010     0.81    -7.19    -3.46     7.45
     1    0.176    0.614      0.542  0.010     2.20     6.56     6.73    12.36
     2   -0.036   -0.013      0.097  0.006    -2.45    -2.24     2.98     8.02
     2   -0.153   -0.223      0.159  0.006    -0.08     0.58    -1.73     3.57
     2   -0.122   -0.166     -0.002  0.006    -4.46    -3.60     0.88     7.56
    -1   -0.276   -0.793      0.243  0.010    -3.48    -3.73     0.76     1.78
     1   -0.325   -0.028      0.409  0.010    -4.49    -1.37     1.74     2.52
    -3    0.194    0.153      0.018  0.199    -3.35    -2.09     0.76     3.24
    -1    0.099    0.013     -0.024  0.010     2.26     1.28    -1.26     3.69
     1    0.454   -0.427     -2.587  0.010     3.63     0.08    -8.79     9.41
     2    0.097   -0.239     -0.199  0.006     0.84    -2.33    -5.75     6.94
     2   -0.056    0.108      0.240  0.006     2.31    -0.87     0.97     7.67
     1    1.991    0.059     -2.567  0.010     2.17    -2.45    -1.58     2.20
     3    0.000   -0.138     -0.057  0.199    -2.96     2.33     1.76     4.20
    -3   -0.283    0.011     -0.373  0.199    -4.33     0.60    -5.94     7.57
     2    0.198   -0.199     -0.138  0.006     2.78    -8.76    -9.24    14.98
    -3    0.014    0.041     -0.010  0.199     1.64     1.02    -1.17     6.00
     3   -0.463    0.548     -1.204  0.199    -6.90     3.85    -6.89     8.08
    -2    0.042    0.014     -0.074  0.006    -6.49    -0.24   -11.04    14.46
     1    0.036    0.029      0.052  0.010    -1.81     1.20     0.85     5.92
    -3    0.300   -0.052     -0.332  0.199     3.25    -4.11    -4.72     8.16
     1    0.245    0.131      0.031  0.010     0.51     4.60     0.80     2.49
    -1    0.330    0.300     -0.948  0.010     0.95     1.92    -4.10     5.44
    -3    0.212    0.185      0.096  0.199     0.60     4.78     1.88     4.25
     3    0.040    0.357      1.286  0.199    -2.00     4.08     0.72     1.03
    -2   -0.766   -1.636      0.511  0.006    -5.29    -3.68     0.19     0.65
     3   -0.224   -0.376      0.071  0.199    -5.11    -4.43     0.41     2.16
     1   -0.040    0.001     -0.078  0.010    -3.84    -0.93    -0.70     6.41
     2    0.117    0.182      0.127  0.006    -1.81    -1.74     0.55     2.77
     2   -0.066    0.102     -0.056  0.006    -3.50    -0.88    -1.33     3.68
     2    0.856    0.004     -1.900  0.006     2.27     1.13    -3.10     3.99
    -1    2.051    0.490     -1.508  0.010     1.96     1.09    -0.28     0.48
     2   -0.105   -0.103     -0.281  0.006    -6.37    -0.27   -10.96    14.46
    -1   -0.244    0.279     -0.224  0.010    -3.00     1.69    -4.23     7.12
     3    0.150    0.287     -0.089  0.199    -0.31     4.38    -0.48     2.00
     1   -0.122    0.179     -0.054  0.010    -1.14     1.01     4.21     7.41
     3    0.307   -0.014      0.257  0.199     1.02     4.24     2.34     3.61
     1   -0.285   -0.606      0.976  0.010    -2.09    -3.19     2.62     3.61
     1   -0.286    0.664      1.082  0.010    -1.24    -0.53     5.24     6.50
     2    0.232   -0.991      0.511  0.006     1.73    -6.68     2.91     5.64
     2   -0.883   -0.547     -0.052  0.006    -3.78    -2.98    -0.40     1.09
     2   -0.091   -0.152      0.101  0.006    -4.32    -2.04     9.60    11.02
     3   -0.967    0.254     -1.030  0.199   -12.94     0.97   -11.98    17.02
     2   -1.267    0.684     -1.457  0.006    -4.47     5.20    -1.52     2.65
     1   -0.836   -0.316     -1.211  0.010    -4.59     3.72    -1.06     1.56
     1   -1.226   -0.088     -2.016  0.010    -4.90     3.46    -2.27     2.67
     2   -0.440   -0.076      0.598  0.006    -3.34     5.02     3.38     4.63
    -1    0.255    0.595      0.104  0.010     1.94     2.37    -1.62     6.56
     2    0.307    0.057     -0.040  0.006     1.11     5.34    -0.05     2.67
     3    0.454    0.017     -0.841  0.199     3.34     4.67    -5.89     7.47
     2   -0.016    0.077      0.055  0.006     0.61     4.47    -0.51     2.39
     1   -0.097    0.087      0.057  0.010    -5.72    -0.91     2.60     5.85
    -1   -0.679   -0.762      0.957  0.010    -3.90    -3.23     1.09     1.96
    -2    0.121    0.050      0.068  0.006    -0.32     5.35     0.80     0.99
     2   -0.014    0.009      0.006  0.006     0.63     6.32     0.28     2.13
     2   -0.102    0.073     -0.091  0.006    -1.79     6.12     0.99     2.12
    -3   -0.067    0.274      1.319  0.199    -0.41     5.55     9.07    10.36
     1    0.049   -0.786     -0.256  0.010    -0.59    -5.78    -1.46     3.68
    -1    0.190    0.388     -1.032  0.010     1.16    -1.65    -4.07     4.86
     3   -0.079   -0.069      0.786  0.199    -1.01    -0.57     5.57     7.52
    -1    1.085   -0.259      0.476  0.010     1.44    -1.19     1.36     3.12
    -1    0.157    0.099     -0.008  0.010     0.84     3.02    -0.12     1.64
     1   -1.087    0.699     -1.305  0.010    -7.82     3.80    -8.60    13.38
    -2   -0.267   -0.372      0.040  0.006     0.65    -5.08    -0.50     3.63
    -1   -0.255   -0.322      0.210  0.010     2.29    -4.63     1.02     2.47
    -2    0.219   -0.062      0.060  0.006     2.20    -3.53     0.06     1.73
     1   -0.309    0.258      0.068  0.010    -3.45     3.22     1.24     7.09
    -1   -0.120   -0.162      0.131  0.010    -0.27     2.49     5.06     6.87
     3   -0.002    0.055     -0.210  0.199    -5.79     1.49    -1.89     3.02
    -2   -0.112   -0.035     -0.171  0.006    -4.98     0.91     0.20     1.50
    -1   -0.130    0.029     -0.017  0.010    -7.72     1.54     4.35    12.42
     3    0.066   -0.053     -0.015  0.199    -2.49     2.60     1.21     4.68
    -2   -0.694   -0.409     -1.055  0.006    -4.99     1.17    -2.79     3.76
     2   -1.037   -0.430      0.664  0.006    -5.62    -0.27     1.03     2.29
     1    0.381    0.307      0.526  0.010    -1.16     4.93     2.63     3.82
     1   -0.220    0.111     -0.069  0.010    -3.21     3.01     0.76     3.54
     2   -0.120    0.601      0.023  0.006    -1.64     4.46     2.08     3.27
     1   -0.102    0.823      2.915  0.010     2.40     3.95     2.90     3.35
    -1   -0.075    0.057      0.357  0.010     4.04     0.71     9.73    11.80
    -2   -0.307   -0.179      0.878  0.006    -4.53    -0.30     2.15     3.25
     3   -0.411    0.160      0.518  0.199    -3.96     0.90     3.08     3.67
     2    0.147   -0.058      0.180  0.006     2.52    -1.29     1.42     4.73
    -2    0.509   -0.394      0.184  0.006     1.91    -0.53     1.40     3.54
     2    0.787    0.135     -0.145  0.006     0.89     5.44    -0.35     1.16
    -2   -0.194    0.085      0.107  0.006    -1.51     8.92    -0.61     5.09
     1    0.042   -0.224     -0.110  0.010    -5.48    -2.71    -4.15     9.06
    -2   -0.275   -0.650     -0.282  0.006    -4.59     3.74    -0.95     1.56
    -1   -0.336    0.679     -0.169  0.010    -0.45     5.05    -2.27     4.56
     1   -0.245   -0.331      0.608  0.010    -2.90     3.10    -0.40     3.38
     1   -0.642   -0.026      0.692  0.010    -3.83    -4.48     0.19     0.38
    -1   -1.150   -0.188     -0.001  0.010    -3.68    -4.33     0.03     0.11
    -2    0.283   -0.076      0.150  0.006     2.71    -3.23     2.79     4.53
     2   -0.331   -0.343      0.167  0.006    -0.76    -4.36     0.29     2.32
     1   -0.758   -0.717     -0.060  0.010    -3.46    -0.79    -0.47     3.10
    -2   -0.015   -0.011      0.002  0.006    -0.03    -2.32    -0.00     8.74
     1    0.003    0.057      2.528  0.010    -0.93     5.52    10.18    10.34
    -2    0.884    0.287      1.318  0.006     2.72     5.87     4.34     5.43
     1   -0.078   -0.194      0.321  0.010    -4.54    -3.23     0.10     0.22
     2    0.142   -0.282      0.133  0.006    -4.43    -4.00     0.05     1.04
     2   -0.106   -0.777      0.763  0.006    -4.47    -3.16     0.05     0.11
     2   -0.010   -1.003     -1.325  0.006    -1.96    -4.56    -2.74     3.56
    -3   -0.258   -0.173     -0.530  0.199    -0.98    -5.15    -4.28     5.81
    -1    1.030    1.090     -0.145  0.010     5.85    -2.33     0.09     1.56
     2    0.060   -0.092      0.546  0.006     5.36    -3.45     0.56     0.81
     1   -0.120    0.027     -0.103  0.010    -0.27     1.60    -4.39     8.44
    -2    0.017   -0.012      0.010  0.006    -0.76    -0.66    -0.47     6.45
    -2    0.143   -0.509      0.313  0.006     1.02    -4.00     7.98    13.31
     2    0.782    0.587      0.378  0.006    -0.68     3.37     0.77     3.70
    -1    0.619   -0.347     -0.039  0.010    -1.49     2.41    -0.13     3.56
     1   -0.523    0.247     -0.081  0.010    -5.33     5.12    -0.37     3.89
     2    0.139    0.135      0.109  0.006    -0.63     4.92    -0.55     4.06
    -2   -0.115   -0.147     -0.004  0.006    -2.52     1.39    -3.25     5.11
    -2   -0.200   -0.018      0.080  0.006    -4.76    -1.83     0.11     1.57
     2   -0.719   -0.567      0.864  0.006    -3.76    -2.27     0.24     0.43
